bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1454966,1791,AB965,1,Introduced,2021-02-17,"Building standards: electric vehicle charging infrastructure.","An act to amend Section 18941.10 of the Health and Safety Code, relating to building standards.",0,,2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB965/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB965
1454967,1791,AB966,1,Introduced,2021-02-17,"Full-Day Kindergarten Facilities Grant Program: appropriation.","An act to amend Section 17375 of the Education Code, relating to school facilities, and making an appropriation therefor.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB966/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB966
1454968,1791,AB967,1,Introduced,2021-02-17,"Special education: COVID-19 Special Education Fund.","An act to add Article 9 (commencing with Section 56845.5) to Chapter 7.2 of Part 30 of Division 4 of Title 2 of the Education Code, relating to special education.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB967/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB967
1454969,1791,AB968,1,Introduced,2021-02-17,"Wildfire resilience: community certification.","An act to add and repeal Chapter 5.5 (commencing with Section 4807) of Part 2.5 of Division 4 of the Public Resources Code, relating to wildfires.",466,"Assembly Natural Resources",2021-03-22,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB968/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB968
1454970,1791,AB969,1,Introduced,2021-02-17,"Natural Resources Agency: wildfire technology support: community organizations.","An act to add Section 4123.1 to the Public Resources Code, relating to wildfires.",466,"Assembly Natural Resources",2021-03-22,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB969/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB969
1456902,1791,AB970,1,Introduced,2021-02-18,"Planning and zoning: electric vehicle charging stations: permit application: approval.","An act to add Section 65850.71 to the Government Code, relating to zoning.",0,,2021-05-11,"Read second time. Ordered to third reading.",https://legiscan.com/CA/bill/AB970/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB970
1456903,1791,AB971,1,Introduced,2021-02-18,"Driver’s licenses: developmental disability status.","An act to amend Sections 12811 and 14901.1 of the Vehicle Code, relating to driver’s licenses.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB971/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB971
1456904,1791,AB972,1,Introduced,2021-02-18,"Elections: deceptive audio or visual media.","An act to amend Section 35 of the Code of Civil Procedure, and to amend Section 20010 of the Elections Code, relating to elections.",4331,"Assembly Elections",2021-03-04,"Referred to Com. on ELECTIONS.",https://legiscan.com/CA/bill/AB972/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB972
1456905,1791,AB973,1,Introduced,2021-02-18,"Office of Emergency Services: California Disaster Assistance Act: annual report.","An act to add Section 8682.1 to the Government Code, relating to emergency services, and declaring the urgency thereof, to take effect immediately.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to suspense file.",https://legiscan.com/CA/bill/AB973/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB973
1456906,1791,AB974,2,Engrossed,2021-05-13,"Equestrian safety.","An act to add Article 8 (commencing with Section 21300) to Chapter 1 of Division 11 of the Vehicle Code, relating to equestrian safety.",489,"Senate Rules",2021-05-13,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB974/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB974
1456907,1791,AB975,1,Introduced,2021-02-18,"Political Reform Act of 1974: statement of economic interests and gifts.","An act to amend Sections 82028, 86112.5, and 87500.3 of, and to repeal and add Section 87500 of, the Government Code, relating to the Political Reform Act of 1974.",449,"Assembly Appropriations",2021-04-22,"Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB975/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB975
1456908,1791,AB976,1,Introduced,2021-02-18,"Resilient Economies and Community Health Pilot Program.","An act to add and repeal Part 5 (commencing with Section 75250) of Division 44 of the Public Resources Code, relating to climate change.",449,"Assembly Appropriations",2021-04-14,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB976/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB976
1456909,1791,AB977,1,Introduced,2021-02-18,"Homelessness prevention programs: Homeless Management Information System.","An act to amend Sections 8256 and 8257 of the Welfare and Institutions Code, relating to homelessness.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB977/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB977
1456910,1791,AB978,1,Introduced,2021-02-18,"Mobilehome parks: rent caps.","An act to amend Sections 1946.2 and 1947.12 of, and to add and repeal Section 798.30.5 of, the Civil Code, relating to mobilehomes.",0,,2021-05-06,"Read second time. Ordered to third reading.",https://legiscan.com/CA/bill/AB978/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB978
1456911,1791,AB979,1,Introduced,2021-02-18,"Sacramento-San Joaquin Delta: projects: sea level rise analysis report.","An act to add Section 85035 to the Water Code, relating to the Sacramento-San Joaquin Delta.",449,"Assembly Appropriations",2021-04-27,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 5.) (April 26). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB979/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB979
1456912,1791,AB980,1,Introduced,2021-02-18,"Employment Development Department: claim information.","An act to add Section 338 to the Unemployment Insurance Code, relating to unemployment insurance.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB980/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB980
1456913,1791,AB981,1,Introduced,2021-02-18,"Forestry: California Fire Safe Council.","An act to add Chapter 13 (commencing with Section 4789.10) to Part 2 of Division 4 of the Public Resources Code, relating to forestry.",449,"Assembly Appropriations",2021-04-20,"Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB981/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB981
1456914,1791,AB982,1,Introduced,2021-02-18,"State Department of Developmental Services: state institutions.","An act to amend Section 4464 of the Welfare and Institutions Code, relating to developmental services.",460,"Assembly Human Services",2021-03-04,"Referred to Com. on HUM. S.",https://legiscan.com/CA/bill/AB982/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB982
1456915,1791,AB983,2,Engrossed,2021-05-13,"Public contracts: construction projects: community workforce agreements: battery manufacturing and lithium-based technology.","An act to add Chapter 2.6 (commencing with Section 2100) to Part 1 of Division 2 of the Public Contract Code, relating to public contracts.",489,"Senate Rules",2021-05-13,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB983/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB983
1456916,1791,AB984,1,Introduced,2021-02-18,"Vehicle identification and registration: alternative devices.","An act to add Section 4854 to the Vehicle Code, relating to vehicles.",449,"Assembly Appropriations",2021-04-28,"Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB984/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB984
1456917,1791,AB985,1,Introduced,2021-02-18,"Personal income tax.","An act to amend Section 17019 of the Revenue and Taxation Code, relating to taxation.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB985/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB985
1456918,1791,AB986,1,Introduced,2021-02-18,"Personal income tax and corporation tax: Equitable Opportunities Film Credit.","An act to amend Sections 17053.98 and 23698 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",445,"Assembly Arts, Entertainment, Sports, Tourism, and Internet Media",2021-03-24,"Re-referred to Com. on A.,E.,S.,T., & I.M.",https://legiscan.com/CA/bill/AB986/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB986
1456919,1791,AB987,1,Introduced,2021-02-18,"Public utilities: civil penalties: unplanned electrical outages and deenergization events.","An act to amend Sections 2104, 8385, and 8386 of, and to add Sections 2105.5, 2106.5, 2774.2, 2774.3, and 8386.7 to, the Public Utilities Code, relating to public utilities.",3620,"Assembly Utilities and Energy",2021-04-19,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB987/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB987
1456920,1791,AB988,1,Introduced,2021-02-18,"Mental health: mobile crisis support teams: 988 crisis hotline.","An act to amend Section 1714.55 of the Civil Code, to add Article 6.1 (commencing with Section 53123) to Chapter 1 of Part 1 of Division 2 of Title 5 of the Government Code, to add Section 324.9 to the Public Utilities Code, to amend Sections 41007.2, 41007.3, 41013, 41020, 41021, 41022, 41023, 41024, 41026, 41028, 41030, 41031, 41032, 41046, 41050, 41098, 41100, 41128, 41135, 41136, and 41150 of, to amend the heading of Article 1 (commencing with Section 41020) and the heading of Article 2 (commencing with Section 41030) of Chapter 2 of Part 20 of Division 2 of, and to amend the heading of Chapter 2 (commencing with Section 41020) of Part 20 of Division 2 of, the Revenue and Taxation Code, relating to emergency services, and declaring the urgency thereof, to take effect immediately.",449,"Assembly Appropriations",2021-05-13,"From committee chair, with author's amendments: Amend, and re-refer to Com. on APPR. Read second time and amended.",https://legiscan.com/CA/bill/AB988/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB988
1456921,1791,AB989,1,Introduced,2021-02-18,"Housing Accountability Act: appeals: Housing Accountability Committee.","An act to add Section 65589.5.1 to the Government Code, relating to housing.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB989/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB989
1456922,1791,AB990,1,Introduced,2021-02-18,"Prisons: inmate visitation.","An act to amend Sections 2600, 2601, and 6400 of, and to add Sections 6401 and 6401.5 to, the Penal Code, relating to prisoners.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB990/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB990
1456923,1791,AB991,1,Introduced,2021-02-18,"Workers’ compensation: presumed injuries.","An act to amend Sections 3212, 3212.1, 3212.15, 3212.6, 3212.8, 3212.85, 3212.9, and 3212.11 of the Labor Code, relating to workers’ compensation.",461,"Assembly Insurance",2021-03-15,"Re-referred to Com. on INS.",https://legiscan.com/CA/bill/AB991/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB991
1456924,1791,AB992,1,Introduced,2021-02-18,"California Clean Truck, Bus, and Off-Road Vehicle and Equipment Technology Program.","An act to amend Section 39719.2 of the Health and Safety Code, relating to air pollution.",0,,2021-05-13,"Read second time. Ordered to Consent Calendar.",https://legiscan.com/CA/bill/AB992/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB992
1456925,1791,AB993,1,Introduced,2021-02-18,"The parent and child relationship.","An act to amend Sections 7613, 7825, 7851, 8609.5, 8616.5, 8713, 8714, 8802, 8803, 8910, 8912, 9000, and 9324 of the Family Code, relating to the parent and child relationship.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB993/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB993
1456926,1791,AB994,1,Introduced,2021-02-18,"Income taxation: exclusion: California Small Business COVID-19 Relief Grant Program.","An act to add Sections 17131.12 and 24313 to the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",469,"Assembly Revenue and Taxation",2021-03-04,"Referred to Com. on REV. & TAX.",https://legiscan.com/CA/bill/AB994/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB994
1456927,1791,AB995,1,Introduced,2021-02-18,"Paid sick days: accrual and use.","An act to amend Section 246 of the Labor Code, relating to employment.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB995/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB995
1456928,1791,AB996,1,Introduced,2021-02-18,"School breakfast and morning snacks: nonschoolaged children.","An act to add Article 7.5 (commencing with Section 49495) to Chapter 9 of Part 27 of Division 4 of Title 2 of, and to add and repeal Section 49496 of, the Education Code, relating to school meals.",455,"Assembly Education",2021-03-04,"Referred to Com. on ED.",https://legiscan.com/CA/bill/AB996/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB996
1456929,1791,AB997,1,Introduced,2021-02-18,"Cannabis: criminal resentencing.","An act to amend Section 11361.9 of the Health and Safety Code, relating to cannabis.",468,"Assembly Public Safety",2021-03-26,"Re-referred to Com. on PUB. S.",https://legiscan.com/CA/bill/AB997/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB997
1456930,1791,AB998,1,Introduced,2021-02-18,"Incarcerated persons: health records.","An act to amend Section 56.10 of the Civil Code, and to add Section 5073 to the Penal Code, relating to incarcerated persons.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB998/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB998
1456931,1791,AB999,1,Introduced,2021-02-18,"The California Taxpayers’ Bill of Rights: procedures: appeals staff review conferences.","An act to amend Section 60629 of the Revenue and Taxation Code, relating to taxation.",469,"Assembly Revenue and Taxation",2021-03-04,"Referred to Com. on REV. & TAX.",https://legiscan.com/CA/bill/AB999/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB999
1456698,1791,AB1000,1,Introduced,2021-02-18,"Fair employment and housing protections: background check service providers: housing status.","An act to add Title 1.5.1 (commencing with Section 1784.50) to Part 4 of Division 3 of the Civil Code, and to amend Sections 12920, 12921, 12940, and 12955 of the Government Code, relating to housing status.",459,"Assembly Housing and Community Development",2021-03-22,"Re-referred to Com. on H. & C.D.",https://legiscan.com/CA/bill/AB1000/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1000
1456699,1791,AB1001,1,Introduced,2021-02-18,"Environment: air pollution and mitigation measures for air and water quality impacts.","An act to amend Sections 40920.6 and 40920.8 of the Health and Safety Code, and to add Section 21081.8 to the Public Resources Code, relating to the environment.",466,"Assembly Natural Resources",2021-04-28,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1001/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1001
1456700,1791,AB1002,1,Introduced,2021-02-18,"Postsecondary education: course credit for prior military education, training, and service.","An act to amend Section 66025.71 of the Education Code, relating to postsecondary education.",0,,2021-05-13,"Read second time. Ordered to Consent Calendar.",https://legiscan.com/CA/bill/AB1002/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1002
1456701,1791,AB1003,1,Introduced,2021-02-18,"Wage theft: grand theft.","An act to add Section 487m to the Penal Code, relating to grand theft.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1003/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1003
1456702,1791,AB1004,2,Engrossed,2021-04-29,"CalWORKs eligibility: income exemption: census.","An act to amend Section 11157 of the Welfare and Institutions Code, relating to CalWORKs, and declaring the urgency thereof, to take effect immediately.",481,"Senate Human Services",2021-05-12,"Referred to Com. on HUMAN S.",https://legiscan.com/CA/bill/AB1004/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1004
1456703,1791,AB1005,1,Introduced,2021-02-18,"Scientific Review Panel on Toxic Air Contaminants.","An act to amend Section 39670 of the Health and Safety Code, relating to air quality.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB1005/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1005
1456704,1791,AB1006,1,Introduced,2021-02-18,"Foster care: social worker turnover workgroup.","An act to add Section 16001.3 to the Welfare and Institutions Code, relating to foster care.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1006/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1006
1456705,1791,AB1007,1,Introduced,2021-02-18,"Forced or Involuntary Sterilization Compensation Program.","An act to add Chapter 1.6 (commencing with Section 24210) to Division 20 of the Health and Safety Code, and to amend Sections 4514 and 5328 of the Welfare and Institutions Code, relating to victim compensation.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1007/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1007
1456706,1791,AB1008,1,Introduced,2021-02-18,"Unemployment insurance: employee status: definition.","An act to amend Section 650 of the Unemployment Insurance Code, relating to unemployment insurance.",464,"Assembly Labor and Employment",2021-04-05,"Re-referred to Coms. on L. & E. and INS. pursuant to Assembly Rule 96.",https://legiscan.com/CA/bill/AB1008/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1008
1456707,1791,AB1009,1,Introduced,2021-02-18,"Farm to School Food Hub Program.","An act to add Article 10 (commencing with Section 590) to Chapter 3 of Part 1 of Division 1 of the Food and Agricultural Code, relating to agriculture.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1009/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1009
1456708,1791,AB1010,2,Engrossed,2021-04-19,"Architects: continuing education.","An act to amend Section 5600.05 of the Business and Professions Code, relating to professions and vocations.",493,"Senate Business, Professions and Economic Development",2021-05-12,"Referred to Com. on B., P. & E.D.",https://legiscan.com/CA/bill/AB1010/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1010
1456709,1791,AB1011,1,Introduced,2021-02-18,"Health care coverage: substance use disorders.","An act to add Section 1367.207 to the Health and Safety Code, and to add Section 10123.204 to the Insurance Code, relating to health care coverage.",457,"Assembly Health",2021-04-13,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1011/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1011
1456710,1791,AB1012,1,Introduced,2021-02-18,"Fruit, nut, and vegetable standards: out-of-state processing.","An act to amend Section 43332 of, and to repeal Chapter 4 (commencing with Section 43571) of Division 17 of, the Food and Agricultural Code, relating to agriculture.",449,"Assembly Appropriations",2021-04-28,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1012/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1012
1456711,1791,AB1013,1,Introduced,2021-02-18,"State mandates: claims.","An act to amend Section 17564 of the Government Code, relating to state mandates.",465,"Assembly Local Government",2021-03-04,"Referred to Com. on L. GOV.",https://legiscan.com/CA/bill/AB1013/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1013
1456712,1791,AB1014,1,Introduced,2021-02-18,"Cannabis: retailers: delivery: vehicles.","An act to add Sections 26090.1, 26090.2, and 26090.3 to the Business and Professions Code, relating to cannabis.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1014/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1014
1456713,1791,AB1015,1,Introduced,2021-02-18,"Board of Registered Nursing: workforce planning: nursing programs: clinical placements.","An act to amend Section 2717 of the Business and Professions Code, relating to healing arts.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1015/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1015
1456714,1791,AB1016,1,Introduced,2021-02-18,"Local planning: streamlined housing development: nonprofit corporations.","An act to amend Section 66411.1 of, and to add Section 65913.13 to, the Government Code, relating to land use.",459,"Assembly Housing and Community Development",2021-03-22,"Re-referred to Com. on H. & C.D.",https://legiscan.com/CA/bill/AB1016/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1016
1456715,1791,AB1017,1,Introduced,2021-02-18,"Public restrooms: Right to Restrooms Act of 2021.","An act to add and repeal Section 118501 of the Health and Safety Code, relating to local government.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1017/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1017
1456716,1791,AB1018,1,Introduced,2021-02-18,"Employment Development Department: automation plans.","An act to amend Section 4901 of the Unemployment Insurance Code, relating to employment.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB1018/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1018
1456717,1791,AB1019,1,Introduced,2021-02-18,"Public employee retirement systems: prohibited investments: Turkey.","An act to add Section 7513.73 to the Government Code, relating to public employee retirement systems.",3914,"Assembly Public Employment and Retirement",2021-03-04,"Referred to Com. on P.E. & R.",https://legiscan.com/CA/bill/AB1019/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1019
1456718,1791,AB1020,1,Introduced,2021-02-18,"Health care debt and fair billing.","An act to amend Section 1788.14 of, and to add Section 1788.185 to, the Civil Code, and to amend Sections 127400, 127401, 127405, 127410, 127420, 127425, 127435, and 127440 of, and to add Section 127436 to, the Health and Safety Code, relating to health care.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1020/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1020
1456719,1791,AB1021,1,Introduced,2021-02-18,"Imperial Irrigation District.","An act to add Section 56378.2 to the Government Code, and to add Section 21562.6 to the Water Code, relating to irrigation districts.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1021/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1021
1456720,1791,AB1022,1,Introduced,2021-02-18,"School districts: frontier school district.","An act to add Section 94 to the Education Code, relating to school districts.",455,"Assembly Education",2021-03-08,"Re-referred to Com. on ED.",https://legiscan.com/CA/bill/AB1022/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1022
1456721,1791,AB1023,1,Introduced,2021-02-18,"Contractors and subcontractors: records: penalties.","An act to amend Section 1771.4 of the Labor Code, relating to contractors, and making an appropriation therefor.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1023/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1023
1456722,1791,AB1024,1,Introduced,2021-02-18,"Hazardous substances: correction and remedial actions: milestones and contracting.","An act to add Section 25358.6.2 to the Health and Safety Code, relating to hazardous substances.",449,"Assembly Appropriations",2021-04-28,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1024/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1024
1456723,1791,AB1025,1,Introduced,2021-02-18,"Institutional purchasers: purchase of domestic agricultural food products.","An act to amend Section 58595 of the Food and Agricultural Code, relating to agricultural products.",447,"Assembly Accountability and Administrative Review",2021-04-14,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1025/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1025
1456724,1791,AB1026,1,Introduced,2021-02-18,"Business licenses: veterans.","An act to amend Section 115.4 of the Business and Professions Code, relating to business licenses.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB1026/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1026
1456725,1791,AB1027,1,Introduced,2021-02-18,"Solid and organic waste.","An act relating to solid waste.",0,,2021-02-19,"From printer. May be heard in committee March 21.",https://legiscan.com/CA/bill/AB1027/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1027
1456726,1791,AB1028,1,Introduced,2021-02-18,"Telework Flexibility Act.","An act to amend Section 510 of, to add Sections 511.5 and 2699.7 to, and to add Part 4.6 (commencing with Section 1460) to Division 2 of, the Labor Code, relating to employment.",464,"Assembly Labor and Employment",2021-03-04,"Referred to Coms. on L. & E. and JUD.",https://legiscan.com/CA/bill/AB1028/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1028
1456727,1791,AB1029,1,Introduced,2021-02-18,"Housing elements: prohousing local policies.","An act to amend Section 65589.9 of the Government Code, relating to housing, and declaring the urgency thereof, to take effect immediately.",0,,2021-05-13,"Read second time. Ordered to third reading.",https://legiscan.com/CA/bill/AB1029/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1029
1456728,1791,AB1030,1,Introduced,2021-02-18,"Professional Land Surveyors’ Act and Professional Engineers Act.","An act to amend Sections 6731.1, 6738, 6787, 8726, 8729, and 8792 of the Business and Professions Code, relating to professions and vocations.",451,"Assembly Business and Professions",2021-03-04,"Referred to Com. on B. & P.",https://legiscan.com/CA/bill/AB1030/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1030
1456729,1791,AB1031,2,Engrossed,2021-05-06,"State agencies: interns and student assistants: hiring preference.","An act to add Section 18220.1 to the Government Code, relating to public employment.",0,,2021-05-06,"Read third time. Passed. Ordered to the Senate. (Ayes 77. Noes 0.)",https://legiscan.com/CA/bill/AB1031/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB1031
