bill_id,date,chamber,sequence,action
1455029,2021-04-23,Senate,11,"Set for hearing April 28."
1455029,2021-04-28,Senate,12,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 7. Noes 0.) (April 28). Re-referred to Com. on APPR."
1455029,2021-04-30,Senate,13,"Set for hearing May 10."
1455029,2021-05-10,Senate,14,"May 10 hearing: Placed on APPR suspense file."
1455029,2021-05-14,Senate,15,"Set for hearing May 20."
1455030,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455030,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455030,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455030,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455030,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455030,2021-02-25,Senate,6,"Referred to Com. on E.Q."
1455030,2021-03-18,Senate,7,"Set for hearing April 12."
1455030,2021-04-07,Senate,8,"April 12 hearing postponed by committee."
1455031,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455031,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455031,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455031,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455031,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455031,2021-02-25,Senate,6,"Referred to Coms. on E.Q., TRANS., and N.R. & W."
1455031,2021-02-25,Senate,7,"Referral to Com. on N.R. & W. rescinded because of the limitations placed on committee hearings due to ongoing health and safety risks of the COVID-19 virus."
1455031,2021-03-18,Senate,8,"Set for hearing April 12."
1455031,2021-04-07,Senate,9,"April 12 set for first hearing canceled at the request of author."
1455032,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455032,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455032,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455032,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455032,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455032,2021-02-25,Senate,6,"Referred to Coms. on HUMAN S. and HEALTH."
1455032,2021-03-03,Senate,7,"Set for hearing March 9."
1455032,2021-03-10,Senate,8,"From committee: Do pass and re-refer to Com. on HEALTH. (Ayes 4. Noes 0. Page 422.) (March 9). Re-referred to Com. on HEALTH."
1455032,2021-03-26,Senate,9,"Set for hearing April 14."
1455032,2021-04-09,Senate,10,"April 14 set for first hearing canceled at the request of author."
1455032,2021-04-19,Senate,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on HEALTH."
1455032,2021-04-21,Senate,12,"Set for hearing April 28."
1455032,2021-04-29,Senate,13,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0.) (April 28). Re-referred to Com. on APPR."
1455032,2021-04-30,Senate,14,"Set for hearing May 10."
1455032,2021-05-10,Senate,15,"May 10 hearing: Placed on APPR suspense file."
1455032,2021-05-14,Senate,16,"Set for hearing May 20."
1455033,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455033,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455033,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455033,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455033,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455033,2021-02-25,Senate,6,"Referred to Com. on E., U. & C."
1455033,2021-03-26,Senate,7,"Set for hearing April 19."
1455033,2021-04-14,Senate,8,"April 19 hearing postponed by committee."
1455033,2021-04-15,Senate,9,"Set for hearing April 26."
1455033,2021-04-27,Senate,10,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 14. Noes 0.) (April 26). Re-referred to Com. on APPR."
1455033,2021-04-30,Senate,11,"Set for hearing May 10."
1455033,2021-05-10,Senate,12,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1455033,2021-05-11,Senate,13,"Read second time. Ordered to third reading."
1455033,2021-05-13,Senate,14,"Read third time. Passed. (Ayes 38. Noes 0.) Ordered to the Assembly."
1455033,2021-05-13,Assembly,15,"In Assembly. Read first time. Held at Desk."
1455034,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455034,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455034,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455034,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455034,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455034,2021-02-25,Senate,6,"Referred to Com. on RLS."
1455034,2021-03-09,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1455034,2021-03-18,Senate,8,"Re-referred to Com. on PUB. S."
1455034,2021-03-24,Senate,9,"Set for hearing April 20."
1455034,2021-04-20,Senate,10,"April 20 set for first hearing canceled at the request of author."
1455035,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455035,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455035,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455035,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455035,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455035,2021-02-25,Senate,6,"Referred to Coms. on B. & F.I. and JUD."
1455035,2021-03-04,Senate,7,"Set for hearing April 7."
1455035,2021-03-24,Senate,8,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on B. & F.I."
1455035,2021-04-07,Senate,9,"From committee: Do pass as amended and re-refer to Com. on JUD. (Ayes 7. Noes 2.) (April 7)."
1455035,2021-04-08,Senate,10,"Read second time and amended. Re-referred to Com. on JUD."
1455035,2021-04-09,Senate,11,"Set for hearing April 27."
1455035,2021-04-19,Senate,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1455035,2021-04-28,Senate,13,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 9. Noes 1.) (April 27)."
1455035,2021-04-29,Senate,14,"Read second time and amended. Re-referred to Com. on APPR."
1455035,2021-05-04,Senate,15,"Set for hearing May 10."
1455035,2021-05-10,Senate,16,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1455035,2021-05-11,Senate,17,"Read second time. Ordered to third reading."
1455035,2021-05-13,Senate,18,"Read third time. Passed. (Ayes 29. Noes 9.) Ordered to the Assembly."
1455035,2021-05-13,Assembly,19,"In Assembly. Read first time. Held at Desk."
1455036,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455036,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455036,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455036,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455036,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455036,2021-02-25,Senate,6,"Referred to Com. on ED."
1455036,2021-03-01,Senate,7,"Set for hearing March 10."
1455036,2021-03-03,Senate,8,"March 10 hearing postponed by committee."
1455036,2021-03-05,Senate,9,"Set for hearing March 17."
1455036,2021-03-09,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on ED."
1455036,2021-03-23,Senate,11,"From committee: Do pass as amended and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 7. Noes 0.) (March 17)."
1455036,2021-03-24,Senate,12,"Read second time and amended. Re-referred to Com. on APPR."
1455036,2021-04-06,Senate,13,"Set for hearing April 19."
1455036,2021-04-08,Senate,14,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1455036,2021-04-20,Senate,15,"April 19 hearing: Placed on APPR suspense file."
1455036,2021-05-14,Senate,16,"Set for hearing May 20."
1455037,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455037,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455037,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455037,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455037,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455037,2021-02-25,Senate,6,"Referred to Coms. on E., U. & C. and JUD."
1455037,2021-03-05,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E., U. & C."
1455037,2021-03-23,Senate,8,"Set for hearing April 12."
1455037,2021-04-08,Senate,9,"April 12 set for first hearing canceled at the request of author."
1455037,2021-04-09,Senate,10,"Set for hearing April 19."
1455037,2021-04-22,Senate,11,"From committee: Do pass as amended and re-refer to Com. on JUD. (Ayes 9. Noes 3.) (April 19)."
1455037,2021-04-26,Senate,12,"Read second time and amended. Re-referred to Com. on JUD."
1455037,2021-04-26,Senate,13,"Set for hearing April 27."
1455037,2021-04-28,Senate,14,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 9. Noes 2.) (April 27)."
1455037,2021-04-29,Senate,15,"Read second time and amended. Re-referred to Com. on APPR."
1455037,2021-05-07,Senate,16,"Set for hearing May 17."
1455038,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455038,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455038,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455038,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455038,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455038,2021-02-25,Senate,6,"Referred to Com. on RLS."
1455038,2021-03-04,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1455038,2021-03-18,Senate,8,"Re-referred to Com. on B., P. & E.D."
1455038,2021-03-22,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on B., P. & E.D."
1455038,2021-03-24,Senate,10,"Set for hearing April 5."
1455038,2021-04-05,Senate,11,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 14. Noes 0.) (April 5). Re-referred to Com. on APPR."
1455038,2021-04-06,Senate,12,"Set for hearing April 19."
1455038,2021-04-19,Senate,13,"From committee: Do pass. (Ayes 7. Noes 0.) (April 19)."
1455038,2021-04-20,Senate,14,"Read second time. Ordered to third reading."
1455038,2021-04-29,Senate,15,"Read third time and amended."
1455038,2021-04-29,Senate,16,"Ordered to second reading."
1455038,2021-05-03,Senate,17,"Read second time. Ordered to third reading."
1455038,2021-05-06,Senate,18,"Read third time. Passed. (Ayes 37. Noes 0.) Ordered to the Assembly."
1455038,2021-05-06,Assembly,19,"In Assembly. Read first time. Held at Desk."
1455038,2021-05-13,Assembly,20,"Referred to Com. on B. & P."
1455039,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455039,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455039,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455039,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455039,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455039,2021-02-25,Senate,6,"Referred to Com. on HEALTH."
1455039,2021-04-07,Senate,7,"Set for hearing April 21."
1455039,2021-04-22,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 21)."
1455039,2021-04-26,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1455039,2021-04-30,Senate,10,"Set for hearing May 10."
1455039,2021-05-10,Senate,11,"May 10 hearing: Placed on APPR suspense file."
1455039,2021-05-14,Senate,12,"Set for hearing May 20."
1455040,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455040,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455040,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455040,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455040,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455040,2021-02-25,Senate,6,"Referred to Com. on JUD."
1455040,2021-03-16,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1455040,2021-03-23,Senate,8,"Set for hearing April 6."
1455040,2021-03-26,Senate,9,"April 6 set for first hearing canceled at the request of author."
1455041,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455041,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455041,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455041,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455041,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455041,2021-02-25,Senate,6,"Referred to Com. on RLS."
1455041,2021-03-10,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1455041,2021-03-18,Senate,8,"Re-referred to Coms. on HUMAN S. and JUD."
1455041,2021-03-23,Senate,9,"Set for hearing April 6."
1455041,2021-03-25,Senate,10,"April 6 set for first hearing canceled at the request of author."
1455041,2021-03-26,Senate,11,"Set for hearing April 20."
1455041,2021-04-13,Senate,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on HUMAN S."
1455041,2021-04-21,Senate,13,"From committee: Do pass as amended and re-refer to Com. on JUD. (Ayes 5. Noes 0.) (April 20)."
1455041,2021-04-22,Senate,14,"Read second time and amended. Re-referred to Com. on JUD."
1455041,2021-04-23,Senate,15,"Set for hearing April 27."
1455041,2021-04-28,Senate,16,"From committee: Do pass as amended and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0.) (April 27)."
1455041,2021-04-29,Senate,17,"Read second time and amended. Re-referred to Com. on APPR."
1455041,2021-05-04,Senate,18,"Set for hearing May 10."
1455041,2021-05-10,Senate,19,"May 10 hearing: Placed on APPR suspense file."
1455041,2021-05-14,Senate,20,"Set for hearing May 20."
1455042,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455042,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455042,2021-02-22,Senate,3,"Art. IV. Sec. 8(a) of the Constitution dispensed with."
1455042,2021-02-22,Senate,4,"(Ayes 32. Noes 4.)"
1455042,2021-02-22,Senate,5,"Joint Rule 55 suspended. (Ayes 32. Noes 4. Page 272.)"
1455042,2021-02-25,Senate,6,"Referred to Com. on JUD."
1455042,2021-03-16,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1455042,2021-03-23,Senate,8,"Set for hearing April 6."
1455042,2021-04-07,Senate,9,"From committee: Do pass as amended and re-refer to Com. on RLS. (Ayes 11. Noes 0.) (April 6)."
1455042,2021-04-08,Senate,10,"Read second time and amended. Re-referred to Com. on RLS."
1455042,2021-04-14,Senate,11,"Re-referred to Com. on PUB. S."
1455042,2021-04-20,Senate,12,"Set for hearing April 27."
1455042,2021-04-20,Senate,13,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on PUB. S."
1455042,2021-04-28,Senate,14,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 5. Noes 0.) (April 27). Re-referred to Com. on APPR."
1455042,2021-04-30,Senate,15,"Set for hearing May 10."
1455042,2021-05-10,Senate,16,"May 10 hearing: Placed on APPR suspense file."
1455042,2021-05-14,Senate,17,"Set for hearing May 20."
1455043,2021-02-17,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1455043,2021-02-18,Senate,2,"From printer. May be acted upon on or after March 20."
1455043,2021-04-07,Senate,3,"Referred to Coms. on B. & F.R. and E. & C.A."
1456698,2021-02-18,Assembly,1,"Read first time. To print."
1456698,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456698,2021-03-18,Assembly,3,"Referred to Coms. on H. & C.D. and JUD."
1456698,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1456698,2021-03-22,Assembly,5,"Re-referred to Com. on H. & C.D."
1456699,2021-02-18,Assembly,1,"Read first time. To print."
1456699,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456699,2021-03-04,Assembly,3,"Referred to Com. on NAT. RES."
1456699,2021-03-15,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1456699,2021-03-16,Assembly,5,"Re-referred to Com. on NAT. RES."
1456699,2021-04-20,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1456699,2021-04-21,Assembly,7,"Re-referred to Com. on NAT. RES."
1456699,2021-04-28,Assembly,8,"In committee: Set, first hearing. Hearing canceled at the request of author."
1456700,2021-02-18,Assembly,1,"Read first time. To print."
1456700,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456700,2021-03-04,Assembly,3,"Referred to Coms. on HIGHER ED. and M. & V.A."
1456700,2021-04-14,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on M. & V.A. (Ayes 11. Noes 0.) (April 8)."
1456700,2021-04-15,Assembly,5,"Read second time and amended."
1456700,2021-04-19,Assembly,6,"Re-referred to Com. on M. & V.A."
1456700,2021-04-29,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (April 28). Re-referred to Com. on APPR."
1456700,2021-05-12,Assembly,8,"From committee: Do pass. To Consent Calendar. (Ayes 16. Noes 0.) (May 12)."
1456700,2021-05-13,Assembly,9,"Read second time. Ordered to Consent Calendar."
1456701,2021-02-18,Assembly,1,"Read first time. To print."
1456701,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456701,2021-03-04,Assembly,3,"Referred to Com. on PUB. S."
1456701,2021-04-21,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (April 20)."
1456701,2021-04-22,Assembly,5,"Read second time and amended."
1456701,2021-04-26,Assembly,6,"Re-referred to Com. on APPR."
1456701,2021-05-04,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on APPR. Read second time and amended."
1456701,2021-05-05,Assembly,8,"Re-referred to Com. on APPR."
1456701,2021-05-12,Assembly,9,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456702,2021-02-18,Assembly,1,"Read first time. To print."
1456702,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456702,2021-03-04,Assembly,3,"Referred to Com. on HUM. S."
1456702,2021-03-30,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HUM. S. Read second time and amended."
1456702,2021-04-05,Assembly,5,"Re-referred to Com. on HUM. S."
1456702,2021-04-08,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (April 7). Re-referred to Com. on APPR."
1456702,2021-04-21,Assembly,7,"From committee: Do pass. To Consent Calendar. (Ayes 14. Noes 0.) (April 21)."
1456702,2021-04-22,Assembly,8,"Read second time. Ordered to Consent Calendar."
1456702,2021-04-29,Assembly,9,"Read third time. Urgency clause adopted. Passed. Ordered to the Senate."
1456702,2021-05-03,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1456702,2021-05-12,Senate,11,"Referred to Com. on HUMAN S."
1456703,2021-02-18,Assembly,1,"Read first time. To print."
1456703,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456704,2021-02-18,Assembly,1,"Read first time. To print."
1456704,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456704,2021-03-04,Assembly,3,"Referred to Com. on HUM. S."
1456704,2021-04-08,Assembly,4,"Coauthors revised."
1456704,2021-04-08,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (April 7). Re-referred to Com. on APPR."
1456704,2021-04-21,Assembly,6,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456705,2021-02-18,Assembly,1,"Read first time. To print."
1456705,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456705,2021-03-04,Assembly,3,"Referred to Coms. on PUB. S. and JUD."
1456705,2021-04-07,Assembly,4,"From committee: Do pass and re-refer to Com. on JUD. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (April 6). Re-referred to Com. on JUD."
1456705,2021-04-13,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (April 13). Re-referred to Com. on APPR."
1456705,2021-04-21,Assembly,6,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456706,2021-02-18,Assembly,1,"Read first time. To print."
1456706,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456706,2021-03-04,Assembly,3,"Referred to Com. on INS."
1456706,2021-04-05,Assembly,4,"Re-referred to Coms. on L. & E. and INS. pursuant to Assembly Rule 96."
1456707,2021-02-18,Assembly,1,"Read first time. To print."
1456707,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456707,2021-03-04,Assembly,3,"Referred to Com. on AGRI."
1456707,2021-03-30,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on AGRI. Read second time and amended."
1456707,2021-04-05,Assembly,5,"Re-referred to Com. on AGRI."
1456707,2021-04-15,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 10. Noes 0.) (April 15). Re-referred to Com. on APPR."
1456707,2021-04-26,Assembly,7,"In committee: Hearing postponed by committee."
1456707,2021-05-05,Assembly,8,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456708,2021-02-18,Assembly,1,"Read first time. To print."
1456708,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456708,2021-03-04,Assembly,3,"Referred to Com. on B. & P."
1456708,2021-03-23,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 17. Noes 0.) (March 23)."
1456708,2021-03-24,Assembly,5,"Read second time and amended."
1456708,2021-03-25,Assembly,6,"Re-referred to Com. on APPR."
1456708,2021-04-14,Assembly,7,"From committee: Do pass. (Ayes 15. Noes 0.) (April 14)."
1456708,2021-04-15,Assembly,8,"Read second time. Ordered to third reading."
1456708,2021-04-19,Assembly,9,"Read third time. Passed. Ordered to the Senate. (Ayes 72. Noes 2.)"
1456708,2021-04-19,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1456708,2021-05-12,Senate,11,"Referred to Com. on B., P. & E.D."
1456709,2021-02-18,Assembly,1,"Read first time. To print."
1456709,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456709,2021-03-04,Assembly,3,"Referred to Com. on HEALTH."
1456709,2021-04-13,Assembly,4,"In committee: Set, first hearing. Hearing canceled at the request of author."
1456710,2021-02-18,Assembly,1,"Read first time. To print."
1456710,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456710,2021-03-04,Assembly,3,"Referred to Com. on AGRI."
1456710,2021-04-15,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (April 15). Re-referred to Com. on APPR."
1456710,2021-04-28,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456711,2021-02-18,Assembly,1,"Read first time. To print."
1456711,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456711,2021-03-04,Assembly,3,"Referred to Com. on L. GOV."
1456712,2021-02-18,Assembly,1,"Read first time. To print."
1456712,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456712,2021-03-04,Assembly,3,"Referred to Com. on B. & P."
1456712,2021-04-20,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 17. Noes 0.) (April 20). Re-referred to Com. on APPR."
1456712,2021-05-12,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456713,2021-02-18,Assembly,1,"Read first time. To print."
1456713,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456713,2021-03-04,Assembly,3,"Referred to Com. on B. & P."
1456713,2021-04-20,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 19. Noes 0.) (April 20). Re-referred to Com. on APPR."
1456713,2021-05-05,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456714,2021-02-18,Assembly,1,"Read first time. To print."
1456714,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456714,2021-03-18,Assembly,3,"Referred to Coms. on H. & C.D. and L. GOV."
1456714,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1456714,2021-03-22,Assembly,5,"Re-referred to Com. on H. & C.D."
1456715,2021-02-18,Assembly,1,"Read first time. To print."
1456715,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456715,2021-03-04,Assembly,3,"Referred to Com. on L. GOV."
1456715,2021-04-29,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 1.) (April 28). Re-referred to Com. on APPR."
1456715,2021-05-12,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456716,2021-02-18,Assembly,1,"Read first time. To print."
1456716,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456717,2021-02-18,Assembly,1,"Read first time. To print."
1456717,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456717,2021-03-04,Assembly,3,"Referred to Com. on P.E. & R."
1456718,2021-02-18,Assembly,1,"Read first time. To print."
1456718,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456718,2021-03-18,Assembly,3,"Referred to Coms. on HEALTH and JUD."
1456718,2021-03-18,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."
1456718,2021-03-22,Assembly,5,"Re-referred to Com. on HEALTH."
1456718,2021-03-25,Assembly,6,"Re-referred to Coms. on JUD. and HEALTH pursuant to Assembly Rule 96."
1456718,2021-03-25,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on JUD. Read second time and amended."
1456718,2021-03-26,Assembly,8,"Re-referred to Com. on JUD."
1456718,2021-03-30,Assembly,9,"From committee chair, with author's amendments: Amend, and re-refer to Com. on JUD. Read second time and amended."
1456718,2021-04-05,Assembly,10,"Re-referred to Com. on JUD."
1456718,2021-04-06,Assembly,11,"From committee: Amend, and do pass as amended and re-refer to Com. on HEALTH. (Ayes 9. Noes 2.) (April 6)."
1456718,2021-04-07,Assembly,12,"Read second time and amended."
1456718,2021-04-08,Assembly,13,"Re-referred to Com. on HEALTH."
1456718,2021-04-21,Assembly,14,"Coauthors revised."
1456718,2021-04-21,Assembly,15,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 13. Noes 0.) (April 20). Re-referred to Com. on APPR."
1456718,2021-05-05,Assembly,16,"In committee: Set, first hearing. Referred to APPR. suspense file."
1456719,2021-02-18,Assembly,1,"Read first time. To print."
1456719,2021-02-19,Assembly,2,"From printer. May be heard in committee March 21."
1456719,2021-03-18,Assembly,3,"Referred to Com. on L. GOV."
