bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1451027,1073413,2021-05-05,Assembly,"Do pass",12,4,0,0,16
1451027,1075339,2021-05-10,Assembly,"AB 616 Stone Assembly Third Reading",50,17,11,0,78
1451029,1064013,2021-04-27,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1451030,1046126,2021-04-06,Assembly,"Do pass as amended and be re-referred to the Committee on [Emergency Management]",15,0,0,0,15
1451030,1057669,2021-04-19,Assembly,"Do pass. To Consent Calendar",6,0,1,0,7
1451034,1054728,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1451034,1065267,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1451034,1074147,2021-05-06,Assembly,"AB 623 AGRI. Consent Calendar Second Day Regular Session",77,0,1,0,78
1451035,1065178,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1451036,1059199,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1451038,1035213,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1451038,1053521,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1451038,1060914,2021-04-22,Assembly,"AB 627 Waldron Consent Calendar Second Day Regular Session",77,0,2,0,79
1451039,1048983,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Jobs, Economic Development, and the Economy]",7,0,0,0,7
1451039,1064124,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,0,1,0,7
1451040,1064151,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1451041,1064063,2021-04-27,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",6,0,1,0,7
1451042,1048879,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",21,0,1,0,22
1451044,1035226,2021-03-23,Assembly,"Do pass. To Consent Calendar",11,0,0,0,11
1451044,1044983,2021-04-05,Assembly,"AB 633 Calderon Consent Calendar Second Day Regular Session",74,0,4,0,78
1451045,1054654,2021-04-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Local Government]",6,2,0,0,8
1451045,1073342,2021-05-05,Assembly,"Do pass",6,2,0,0,8
1451046,1036493,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1451047,1046216,2021-04-06,Assembly,"Do pass",7,0,0,0,7
1451047,1053415,2021-04-12,Assembly,"AB 636 Maienschein Assembly Third Reading",73,0,5,0,78
1451048,1049021,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1451049,1046167,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1451049,1053423,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1451049,1060840,2021-04-22,Assembly,"AB 638 Quirk-Silva Consent Calendar Second Day Regular Session",77,0,2,0,79
1451051,1059279,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1451052,1059306,2021-04-21,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,0,2,0,15
1451052,1076930,2021-05-12,Assembly,"Do pass",12,2,2,0,16
1451053,1036419,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,2,0,11
1451054,1060874,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1451054,1073355,2021-05-05,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1451054,1077562,2021-05-13,Assembly,"AB 643 Ramos Consent Calendar Second Day Regular Session",75,0,3,0,78
1451055,1047590,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1451055,1059224,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1451055,1066835,2021-04-29,Assembly,"AB 644 Waldron Consent Calendar Second Day Regular Session",77,0,1,0,78
1451056,1049877,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1451057,1035165,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",17,0,2,0,19
1451061,1060947,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
1451062,1057660,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",19,0,0,0,19
1451063,1047454,2021-04-07,Assembly,"Do pass",6,1,2,0,9
1451064,1047531,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1451065,1049008,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
1451066,1047592,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,3,0,0,8
1451068,1066709,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,1,0,0,7
1451071,1054702,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Transportation]",13,0,0,0,13
1451071,1064055,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1451072,1065182,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
1451073,1057696,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",14,0,1,0,15
1451073,1064059,2021-04-27,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1451074,1054701,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1451074,1065285,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1451074,1074122,2021-05-06,Assembly,"AB 663 Chen Consent Calendar Second Day Regular Session",77,0,1,0,78
1451076,1059169,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1451077,1051986,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1451078,1047539,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1451080,1047443,2021-04-06,Assembly,"Do pass",6,2,0,0,8
1451081,1047482,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",8,0,0,0,8
1451081,1057633,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,1,0,11
1451082,1035185,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1451084,1047494,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1451084,1059281,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1451084,1066762,2021-04-29,Assembly,"AB 673 Salas Consent Calendar Second Day Regular Session",77,0,1,0,78
1451085,1047487,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",8,0,0,0,8
1451085,1051961,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1451085,1065221,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1451085,1074107,2021-05-06,Assembly,"AB 674 Bennett Consent Calendar Second Day Regular Session",77,0,1,0,78
1451088,1059200,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,1,0,0,8
1451090,1053475,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1451090,1065125,2021-04-28,Assembly,"Do pass",11,4,1,0,16
1451091,1048997,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",5,1,1,0,7
1451091,1065127,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,3,0,11
1451096,1051950,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",16,0,1,0,17
1451096,1068202,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1451097,1030781,2021-03-17,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1451097,1048938,2021-04-08,Senate,"Consent Calendar SB400",38,0,2,0,40
1451098,1033682,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",14,0,0,0,14
1451098,1060927,2021-04-22,Senate,"Consent Calendar SB401",38,0,2,0,40
1451099,1047578,2021-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,0,11
1451099,1068244,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1451100,1028402,2021-03-15,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",5,1,1,0,7
1451100,1060876,2021-04-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",3,1,1,0,5
1451103,1051924,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,2,0,9
1451103,1056367,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1451104,1033634,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",14,0,0,0,14
1451104,1044968,2021-04-05,Senate,"Do pass",7,0,0,0,7
1451105,1074124,2021-05-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1451106,1023831,2021-03-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",14,0,0,0,14
1451106,1045000,2021-04-05,Senate,"Senate 3rd Reading SB409 Caballero",38,0,2,0,40
1451107,1056393,2021-04-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,0,5
1451108,1056437,2021-04-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1451108,1075267,2021-05-10,Senate,"Senate 3rd Reading SB411 Cortese",36,0,4,0,40
1451111,1033684,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance] with the recommendation: To Consent Calendar",14,0,0,0,14
1451111,1054627,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1451111,1074163,2021-05-06,Senate,"Senate 3rd Reading SB414 Jones",37,0,3,0,40
1451113,1035163,2021-03-23,Senate,"Do pass, but first be re-referred to the Committee on [Education] with the recommendation: To Consent Calendar",5,0,0,0,5
1451113,1053525,2021-04-14,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1451113,1068169,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1451114,1035155,2021-03-23,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",14,0,1,0,15
1451114,1062772,2021-04-26,Senate,"Senate 3rd Reading SB417 Dodd",38,0,2,0,40
1451115,1064082,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",9,0,0,0,9
1451115,1075395,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1451116,1051981,2021-04-13,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Labor, Public Employment and Retirement ]",7,2,0,0,9
1451116,1064065,2021-04-26,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,0,5
1451117,1038716,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Rules]",5,0,0,0,5
1451117,1064157,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1451117,1075393,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1451118,1063991,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1451118,1075361,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1451119,1056429,2021-04-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,0,5
1451119,1068224,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1451120,1050778,2021-04-12,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",10,3,1,0,14
1451120,1062737,2021-04-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,2,0,0,7
1451121,1074171,2021-05-06,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
1451123,1028425,2021-03-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1451123,1033604,2021-03-22,Senate,"Placed on suspense file",7,0,0,0,7
1451124,1048941,2021-04-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Public Safety]",5,0,0,0,5
1451124,1068214,2021-05-03,Senate,"Senate 3rd Reading SB427 Eggman",36,0,4,0,40
1451125,1059183,2021-04-21,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1451127,1025130,2021-03-09,Senate,"Do pass, but first be re-referred to the Committee on [Business, Professions and Economic Development]",14,0,0,0,14
1451127,1033656,2021-03-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",12,0,2,0,14
1451127,1056351,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1451128,1037861,2021-03-25,Senate,"Do pass and be ordered to the Consent Calendar",5,0,0,0,5
1451128,1048977,2021-04-08,Senate,"Consent Calendar SB431 Rubio",38,0,2,0,40
1451129,1054699,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary] with the recommendation: To Consent Calendar",9,0,0,0,9
1451129,1072237,2021-05-04,Senate,"Do pass and be ordered to the Consent Calendar",11,0,0,0,11
1451129,1075335,2021-05-10,Senate,"Consent Calendar SB432",37,0,3,0,40
1451130,1064149,2021-04-27,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,0,0,0,9
1451131,1018532,2021-03-01,Senate,"Senate 3rd Reading SR10 Pan",35,0,4,0,39
1453356,1036488,2021-03-24,Assembly,"Do pass. To Consent Calendar",8,0,0,0,8
1453356,1048915,2021-04-08,Assembly,"AB 687 Seyarto Consent Calendar Second Day Regular Session",74,0,4,0,78
1453358,1053460,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1453358,1073341,2021-05-05,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453358,1077598,2021-05-13,Assembly,"AB 689 Petrie-Norris Consent Calendar Second Day Regular Session",75,0,3,0,78
1453359,1046163,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,1,0,19
1453359,1053424,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453360,1057690,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",19,0,0,0,19
1453360,1073414,2021-05-05,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453360,1077561,2021-05-13,Assembly,"AB 691 Chau Consent Calendar Second Day Regular Session",75,0,3,0,78
1453361,1049868,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453363,1060918,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1453363,1073391,2021-05-05,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453363,1077544,2021-05-13,Assembly,"AB 694 P. & C.P. Consent Calendar Second Day Regular Session",75,0,3,0,78
1453364,1057687,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1453366,1036509,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1453366,1076935,2021-05-12,Assembly,"Do pass",13,1,2,0,16
1453367,1047575,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1453367,1053534,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453367,1060949,2021-04-22,Assembly,"AB 698 E.S. & T.M. Consent Calendar Second Day Regular Session",77,0,2,0,79
1453368,1047478,2021-04-07,Assembly,"Do pass as amended and be re-referred to the Committee on [Natural Resources]",12,0,3,0,15
1453368,1065155,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1453369,1065192,2021-04-27,Assembly,"Do pass as amended",8,0,0,0,8
1453370,1060847,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,0,0,7
1453375,1077557,2021-05-13,Assembly,"Do pass",10,0,2,0,12
1453376,1059243,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,1,0,9
1453379,1054603,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,1,1,0,11
1453381,1073395,2021-05-05,Assembly,"Do pass as amended",8,0,0,0,8
1453382,1065164,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1453385,1035206,2021-03-23,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1453386,1053416,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1453387,1053452,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1453387,1065085,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453387,1074110,2021-05-06,Assembly,"AB 718 Cunningham Consent Calendar Second Day Regular Session",77,0,1,0,78
1453388,1066796,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1453390,1054737,2021-04-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",5,0,3,0,8
1453390,1064081,2021-04-27,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,3,1,0,11
1453392,1035266,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",17,0,2,0,19
1453392,1053471,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453395,1036496,2021-03-24,Assembly,"Do pass",8,0,0,0,8
1453395,1048948,2021-04-08,Assembly,"AB 726 Eduardo Garcia Assembly Third Reading",74,0,4,0,78
1453397,1054641,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1453399,1050810,2021-04-12,Assembly,"Do pass and be re-referred to the Committee on [Higher Education]",7,0,0,0,7
1453399,1060990,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1453399,1073381,2021-05-05,Assembly,"Do pass",16,0,0,0,16
1453400,1053531,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,1,0,8
1453411,1035265,2021-03-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1453411,1059236,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1453411,1066745,2021-04-29,Assembly,"AB 742 Calderon Consent Calendar Second Day Regular Session",77,0,1,0,78
1453413,1052015,2021-04-12,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453414,1064042,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453415,1072287,2021-05-04,Assembly,"Do pass as amended",9,1,1,0,11
1453418,1057731,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1453418,1065283,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453418,1074187,2021-05-06,Assembly,"AB 749 Nazarian Consent Calendar Second Day Regular Session",77,0,1,0,78
1453419,1059254,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1453420,1057647,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1453420,1065083,2021-04-28,Assembly,"Do pass",16,0,0,0,16
1453420,1068203,2021-05-03,Assembly,"AB 751 Irwin Assembly Third Reading",75,0,3,0,78
1453421,1052029,2021-04-13,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,0,2,0,15
1453422,1059218,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Housing and Community Development]",7,1,1,0,9
1453422,1067603,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1453423,1064098,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,4,2,0,15
1453425,1060962,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Banking and Finance]",9,2,1,0,12
1453427,1065173,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,1,0,8
1453428,1066774,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,1,1,0,7
1453429,1059182,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1453430,1054724,2021-04-15,Assembly,"Do pass. To Consent Calendar",7,0,0,0,7
1453430,1060835,2021-04-22,Assembly,"AB 761 Chen Consent Calendar Second Day Regular Session",77,0,2,0,79
1453431,1047587,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Education]",6,0,3,0,9
1453431,1065248,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",5,1,1,0,7
1453433,1053482,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1453433,1065123,2021-04-28,Assembly,"Do pass",16,0,0,0,16
1453433,1074186,2021-05-06,Assembly,"AB 764 Cervantes Assembly Third Reading",76,0,2,0,78
1453440,1035248,2021-03-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453442,1073369,2021-05-05,Assembly,"Do pass",8,0,0,0,8
1453442,1077582,2021-05-13,Assembly,"AB 773 Nazarian Assembly Third Reading",72,0,6,0,78
1453444,1048967,2021-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1453446,1065222,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1453447,1053511,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Agriculture]",7,0,0,0,7
1453447,1066697,2021-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1453448,1047559,2021-04-06,Assembly,"Do pass",6,1,1,0,8
1453448,1056494,2021-04-19,Assembly,"AB 779 Bigelow Assembly Third Reading",70,3,6,0,79
1453450,1064096,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453452,1060845,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1453453,1036534,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1453453,1053535,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453453,1060936,2021-04-22,Assembly,"AB 784 Quirk Consent Calendar Second Day Regular Session",77,0,2,0,79
1453456,1054744,2021-04-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Local Government]",8,0,0,0,8
1453456,1065121,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1453457,1047419,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",8,0,0,0,8
1453457,1052026,2021-04-13,Assembly,"Do pass. To Consent Calendar",11,0,0,0,11
1453457,1056495,2021-04-19,Assembly,"AB 788 Calderon Consent Calendar Second Day Regular Session",78,0,1,0,79
1453458,1057666,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453459,1048936,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",11,0,0,0,11
1453459,1072248,2021-05-04,Assembly,"Do pass. To Consent Calendar",11,0,0,0,11
1453459,1075328,2021-05-10,Assembly,"AB 790 Quirk-Silva Consent Calendar Second Day Regular Session",74,0,4,0,78
1453461,1065279,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1453463,1060957,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Transportation]",5,2,0,0,7
1453463,1064161,2021-04-26,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,4,0,0,15
1453465,1054753,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Transportation]",5,1,1,0,7
1453465,1064000,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,4,1,0,15
1453467,1056417,2021-04-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453467,1073383,2021-05-05,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453467,1077535,2021-05-13,Assembly,"AB 798 Ramos Consent Calendar Second Day Regular Session",75,0,3,0,78
1453472,1054665,2021-04-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Local Government]",8,0,0,0,8
1453472,1065304,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1453472,1076933,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1453473,1049889,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,4,0,15
1453473,1059207,2021-04-21,Assembly,"Do pass",12,2,2,0,16
1453473,1066815,2021-04-29,Assembly,"AB 804 Megan Dahle Assembly Third Reading",58,11,9,0,78
1453474,1044949,2021-04-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1453476,1064060,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453477,1059168,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Health]",8,0,0,0,8
1453477,1064053,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1453478,1049018,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Accountability and Administrative Review] with recommendation: To Consent Calendar",11,0,0,0,11
1453478,1065289,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1453480,1054653,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Transportation]",8,0,0,0,8
1453480,1064018,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1453482,1059223,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
